Iteration	Posterior	Likelihood	Prior	distance_scale	extirpation_rate	log10_rate_bg	rate_bg
9860	-28.8412	-23.3673	-5.47398	0.01	1.247464	-2.143475	0.007186626
9870	-31.2478	-22.7713	-8.47656	0.01	2.684741	-2.3297	0.004680587
9880	-29.2433	-23.3729	-5.87034	0.01	1.44628	-2.337482	0.004597464
9890	-32.0573	-23.2514	-8.80589	0.01	2.848307	-2.503492	0.003136955
9900	-29.7463	-23.2367	-6.50966	0.01	1.749702	-2.350667	0.004459985
9910	-29.2507	-23.273	-5.97775	0.01	1.498181	-2.027183	0.009393279
9920	-28.7257	-23.9467	-4.77897	0.01	0.6290376	-2.170753	0.00674912
9930	-30.7876	-25.7914	-4.99626	0.01	0.4885547	-3.01294	0.0009706441
9940	-30.1355	-24.2942	-5.84132	0.01	1.432155	-2.673354	0.002121512
9950	-29.0457	-23.5357	-5.51002	0.01	1.266225	-2.010237	0.009767044
9960	-29.3829	-24.2813	-5.10165	0.01	0.4555186	-2.505651	0.003121397
9970	-30.4538	-23.4259	-7.02794	0.01	1.991939	-2.46713	0.003410907
9980	-29.7575	-23.6288	-6.12871	0.01	1.570299	-1.886483	0.01298725
9990	-28.9194	-23.7035	-5.21591	0.01	1.105974	-2.012663	0.009712632
10000	-28.9647	-23.7765	-5.18826	0.01	1.089768	-1.993878	0.01014196
10010	-30.1712	-25.3031	-4.8681	0.01	0.8640933	-1.786832	0.01633685
10020	-29.1442	-24.3493	-4.79494	0.01	0.6060353	-2.015753	0.009643765
10030	-28.6617	-23.5786	-5.08312	0.01	1.025208	-2.128424	0.007440054
10040	-28.5787	-23.8105	-4.76826	0.01	0.7224547	-2.262102	0.005468872
10050	-28.5523	-23.667	-4.88539	0.01	0.8799292	-2.224007	0.005970253
10060	-29.8781	-24.9103	-4.96779	0.01	0.9462692	-1.816136	0.01527089
10070	-28.5888	-23.8174	-4.77142	0.01	0.7325523	-2.302386	0.004984411
10080	-30.1398	-22.7909	-7.34889	0.01	2.142588	-2.209889	0.006167528
10090	-30.5551	-22.6922	-7.8629	0.01	2.386701	-2.229888	0.005889953
10100	-30.7187	-22.8904	-7.8283	0.01	2.370129	-1.883317	0.01308228
10110	-29.4254	-24.2766	-5.14881	0.01	1.066146	-1.883673	0.01307155
10120	-29.9195	-25.1362	-4.78333	0.01	0.7596691	-2.853278	0.001401917
10130	-28.6857	-23.8261	-4.85964	0.01	0.855985	-2.393344	0.004042551
10140	-28.9736	-23.3225	-5.65115	0.01	1.338146	-2.247844	0.005651399
10150	-30.8122	-26.0312	-4.78098	0.01	0.7550876	-1.736435	0.018347
10160	-28.7824	-23.4358	-5.34659	0.01	1.17945	-2.249461	0.005630399
10170	-34.4869	-26.6721	-7.81477	0.01	2.363657	-1.479503	0.03315101
10180	-31.1719	-22.5657	-8.6062	0.01	2.748807	-2.252793	0.005587362
10190	-28.8583	-24.0851	-4.77325	0.01	0.640446	-2.463601	0.003438741
10200	-28.8205	-23.3722	-5.44838	0.01	1.234017	-2.199691	0.006314062
10210	-28.7972	-23.4439	-5.35335	0.01	1.183138	-2.263658	0.005449314
10220	-29.2695	-24.5057	-4.7638	0.01	0.6762765	-2.649648	0.002240535
10230	-32.6764	-24.8586	-7.81778	0.01	2.365095	-2.877562	0.001325679
10240	-29.0101	-23.2455	-5.76467	0.01	1.394583	-2.17694	0.006653645
10250	-30.9631	-24.594	-6.36915	0.01	1.683822	-2.775282	0.001677715
10260	-28.7108	-23.9296	-4.78112	0.01	0.6253474	-2.192047	0.00642618
10270	-32.6038	-22.1381	-10.4658	0.01	3.719402	-1.841002	0.01442109
10280	-30.9842	-26.2074	-4.7768	0.01	0.6330559	-3.126343	0.0007475785
10290	-30.356	-23.9007	-6.45521	0.01	1.7242	-1.802691	0.01575102
10300	-28.6248	-23.8413	-4.78351	0.01	0.7600086	-2.354734	0.004418412
10310	-28.8265	-23.7789	-5.04756	0.01	1.002015	-2.029054	0.009352899
10320	-29.639	-24.5857	-5.05328	0.01	0.4696419	-2.6442	0.00226882
10330	-28.6713	-23.5639	-5.10743	0.01	1.040619	-2.128291	0.007442335
10340	-30.8666	-25.2105	-5.65606	0.01	1.340606	-2.911338	0.001226486
10350	-29.1154	-24.1105	-5.00492	0.01	0.9729618	-1.943844	0.01138035
10360	-28.6982	-23.5088	-5.18939	0.01	1.090437	-2.260157	0.00549342
10370	-31.3263	-22.4058	-8.9205	0.01	2.905885	-1.918119	0.01207482
10380	-29.3876	-23.0393	-6.34833	0.01	1.674037	-2.117115	0.007636338
10390	-29.9404	-22.8037	-7.13665	0.01	2.04286	-2.164264	0.006850723
10400	-28.576	-23.8071	-4.76892	0.01	0.7247629	-2.249114	0.005634902
10410	-28.9138	-24.1067	-4.80703	0.01	0.7968368	-2.518625	0.003029531
10420	-29.1383	-23.4994	-5.63891	0.01	1.331989	-2.371591	0.004250195
10430	-31.114	-22.8802	-8.23384	0.01	2.565875	-2.353289	0.004433131
10440	-30.5896	-22.4966	-8.093	0.01	2.49751	-2.083352	0.008253684
10450	-28.7859	-23.5661	-5.21989	0.01	1.108281	-2.075163	0.008410803
10460	-32.0502	-21.9469	-10.1034	0.01	3.522001	-2.008962	0.009795768
10470	-28.6338	-23.8693	-4.76451	0.01	0.7044961	-2.340649	0.00456406
10480	-29.1855	-23.1606	-6.02489	0.01	1.520792	-2.195287	0.00637842
10490	-28.6302	-23.5455	-5.0847	0.01	1.026221	-2.234398	0.005829113
10500	-30.2219	-25.1844	-5.03751	0.01	0.4745977	-2.842698	0.001436489
10510	-29.5212	-24.7472	-4.77401	0.01	0.6387536	-2.725474	0.001881594
10520	-30.7007	-25.8273	-4.87347	0.01	0.8691173	-3.041812	0.0009082134
10530	-29.1219	-24.2065	-4.91545	0.01	0.5216102	-2.101089	0.007923388
10540	-28.8605	-24.0902	-4.77035	0.01	0.6476213	-2.468921	0.003396872
10550	-28.7809	-23.8731	-4.90782	0.01	0.8992738	-2.436036	0.003664068
10560	-29.493	-23.8882	-5.60479	0.01	1.314761	-2.530789	0.002945854
10570	-29.9072	-24.8624	-5.04477	0.01	1.000157	-2.796208	0.001598791
10580	-29.0594	-23.723	-5.33634	0.01	1.173846	-1.979724	0.01047795
10590	-28.954	-23.8531	-5.10092	0.01	1.036524	-2.463957	0.003435923
10600	-30.2135	-24.3643	-5.84923	0.01	0.3289444	-2.15326	0.007026517
10610	-28.6191	-23.8557	-4.76339	0.01	0.6823991	-2.294229	0.005078921
10620	-29.9151	-22.9077	-7.00741	0.01	1.982336	-2.231627	0.005866416
10630	-28.5573	-23.6897	-4.86756	0.01	0.8635827	-2.189168	0.006468921
10640	-30.2944	-25.5159	-4.77858	0.01	0.6297374	-2.948018	0.00112715
10650	-28.6033	-23.6777	-4.92554	0.01	0.9137748	-2.306643	0.004935792
10660	-29.7303	-24.8751	-4.85518	0.01	0.8515977	-1.843325	0.01434416
10670	-29.623	-23.1018	-6.52125	0.01	1.755127	-1.996634	0.01007782
10680	-28.7846	-23.7846	-5.00004	0.01	0.9695373	-2.411329	0.003878562
10690	-30.0599	-22.7795	-7.28049	0.01	2.110393	-2.023304	0.009477543
10700	-29.2732	-23.3643	-5.90889	0.01	1.464972	-2.338551	0.004586153
10710	-29.0396	-24.1949	-4.84469	0.01	0.5617185	-2.495791	0.003193075
10720	-30.4373	-22.5871	-7.85024	0.01	2.380638	-2.028351	0.009368036
10730	-31.5363	-22.1471	-9.38916	0.01	3.145064	-2.085656	0.008210021
10740	-30.4325	-25.0481	-5.38443	0.01	1.199964	-2.861178	0.001376646
10750	-29.5474	-24.553	-4.99439	0.01	0.4892263	-2.012334	0.009720001
10760	-28.7666	-23.4103	-5.35628	0.01	1.184734	-2.196317	0.006363313
10770	-29.1411	-23.4299	-5.71123	0.01	1.368145	-2.011014	0.009749587
10780	-28.6292	-23.8647	-4.76454	0.01	0.6703066	-2.220565	0.006017755
10790	-31.1064	-26.2145	-4.89189	0.01	0.5333498	-1.770361	0.01696833
10800	-28.6971	-23.8194	-4.87773	0.01	0.873028	-2.075519	0.008403906
10810	-28.6044	-23.5892	-5.01518	0.01	0.9800955	-2.251872	0.00559923
10820	-29.916	-22.9117	-7.0043	0.01	1.980877	-1.99862	0.01003182
10830	-29.0136	-23.4148	-5.59879	0.01	1.311719	-2.045912	0.008996805
10840	-28.6938	-23.5119	-5.18184	0.01	1.085964	-2.139335	0.007255461
10850	-29.664	-24.8889	-4.77503	0.01	0.7420436	-2.78052	0.001657602
10860	-29.1891	-23.1983	-5.99088	0.01	1.504487	-2.233185	0.005845416
10870	-30.7492	-22.432	-8.3172	0.01	2.606548	-2.077278	0.008369924
10880	-29.061	-24.2303	-4.83077	0.01	0.8258798	-2.574356	0.002664675
10890	-28.9933	-24.2242	-4.76912	0.01	0.6511454	-2.535099	0.00291676
10900	-29.4832	-24.7185	-4.76473	0.01	0.6690288	-2.71996	0.001905636
10910	-28.7039	-23.8526	-4.85125	0.01	0.8476596	-2.406507	0.003921865
10920	-28.7315	-23.6224	-5.10907	0.01	1.04165	-2.082405	0.00827171
10930	-28.7078	-23.9231	-4.78467	0.01	0.6197711	-2.2087	0.006184431
10940	-31.6208	-25.3899	-6.23093	0.01	1.618717	-2.969343	0.001073141
10950	-29.9138	-25.1059	-4.80796	0.01	0.5918749	-2.83033	0.001477986
10960	-29.045	-24.2801	-4.76487	0.01	0.7069434	-2.570949	0.002685661
10970	-28.7092	-23.6083	-5.10096	0.01	1.036552	-2.32416	0.004740673
10980	-29.5086	-24.5981	-4.91057	0.01	0.9015598	-1.871878	0.01343144
10990	-29.2532	-23.1296	-6.12356	0.01	1.567848	-2.197605	0.006344469
11000	-28.8538	-23.3777	-5.4761	0.01	1.248571	-2.237559	0.005786834
11010	-28.7208	-23.7134	-5.00744	0.01	0.9747243	-2.071424	0.008483527
11020	-29.1253	-23.1771	-5.94816	0.01	1.483937	-2.145182	0.007158433
11030	-28.7991	-23.5709	-5.2282	0.01	1.113092	-2.334721	0.004626777
11040	-29.5427	-23.3292	-6.21355	0.01	1.610504	-2.36115	0.004353616
11050	-28.7141	-23.8788	-4.83526	0.01	0.8308592	-2.415709	0.00383964
11060	-29.8079	-25.0443	-4.76355	0.01	0.6794208	-2.820305	0.0015125
11070	-29.7936	-22.9065	-6.88708	0.01	1.926076	-2.032801	0.009272548
11080	-28.7078	-23.8144	-4.89343	0.01	0.8870074	-2.070244	0.008506592
11090	-28.6014	-23.8376	-4.7638	0.01	0.6983857	-2.218339	0.006048692
11100	-29.2694	-23.2847	-5.98461	0.01	1.501477	-2.019216	0.009567191
11110	-28.8667	-23.962	-4.90464	0.01	0.8965977	-2.010136	0.009769324
11120	-29.7342	-24.9662	-4.76804	0.01	0.7216261	-2.801364	0.001579923
11130	-29.4532	-24.5822	-4.87102	0.01	0.5449309	-1.984404	0.01036563
11140	-30.0062	-22.7816	-7.22462	0.01	2.084136	-2.167917	0.006793331
11150	-29.1511	-23.3352	-5.8159	0.01	1.419738	-2.304162	0.004964077
11160	-29.9949	-24.8527	-5.14223	0.01	1.062139	-2.798603	0.001590001
11170	-30.624	-22.4835	-8.14048	0.01	2.520507	-2.086423	0.008195533
11180	-29.5755	-24.4465	-5.12898	0.01	0.44816	-2.057599	0.008757928
11190	-29.2465	-23.3428	-5.90363	0.01	1.462431	-2.325209	0.004729238
11200	-29.2406	-23.3586	-5.88201	0.01	1.451948	-2.330996	0.004666639
11210	-29.308	-24.1327	-5.17531	0.01	0.4365338	-2.390152	0.004072375
11220	-30.0199	-24.2434	-5.77652	0.01	0.337304	-2.418664	0.003813606
11230	-28.8032	-23.4076	-5.39563	0.01	1.20598	-2.235495	0.005814403
11240	-28.6818	-23.5207	-5.16112	0.01	1.073582	-2.259029	0.005507712
11250	-30.0835	-24.5573	-5.52616	0.01	1.274567	-2.734002	0.001845008
11260	-28.7659	-24.002	-4.76383	0.01	0.698749	-2.08808	0.00816432
11270	-29.7323	-23.4794	-6.25289	0.01	1.62909	-1.907246	0.01238095
11280	-29.248	-23.1257	-6.12227	0.01	1.567239	-2.104435	0.007862583
11290	-28.9612	-23.7439	-5.21733	0.01	1.106797	-2.431204	0.003705065
11300	-31.6908	-25.9936	-5.69714	0.01	1.361139	-1.632923	0.02328503
11310	-28.6636	-23.6426	-5.02107	0.01	0.9841439	-2.108505	0.007789238
11320	-30.678	-25.6546	-5.02339	0.01	0.4792037	-2.975822	0.001057251
11330	-30.0188	-22.7801	-7.23867	0.01	2.090736	-2.036766	0.00918827
11340	-28.5558	-23.6864	-4.86936	0.01	0.865283	-2.260695	0.005486618
11350	-30.5051	-24.6469	-5.85822	0.01	1.440388	-2.77193	0.001690713
11360	-29.4623	-24.1476	-5.31463	0.01	0.4065507	-2.228615	0.005907246
11370	-29.8042	-22.8965	-6.9077	0.01	1.935713	-2.198334	0.00633383
11380	-28.7475	-23.7758	-4.97169	0.01	0.9491465	-2.399255	0.003987908
11390	-28.7485	-23.9498	-4.79867	0.01	0.6016914	-2.336998	0.004602592
11400	-30.208	-25.4429	-4.76511	0.01	0.6668338	-1.817063	0.0152383
11410	-29.0119	-23.7016	-5.31023	0.01	1.159452	-2.424897	0.003759265
11420	-28.6786	-23.5064	-5.17225	0.01	1.080254	-2.156323	0.00697713
11430	-33.0725	-22.7077	-10.3647	0.01	3.663934	-1.730526	0.01859833
11440	-29.3142	-24.1486	-5.16562	0.01	0.4388857	-2.191017	0.006441436
11450	-28.7674	-23.4504	-5.31699	0.01	1.16319	-2.253385	0.005579758
11460	-29.1036	-23.2591	-5.84454	0.01	1.433721	-2.248631	0.005641165
11470	-29.47	-24.2333	-5.23669	0.01	1.117976	-1.878155	0.01323868
11480	-29.3156	-23.2956	-6.01993	0.01	1.518418	-2.316089	0.0048296
11490	-28.6078	-23.8063	-4.80156	0.01	0.7892554	-2.342621	0.00454338
11500	-28.6962	-23.8342	-4.862	0.01	0.8582688	-2.399465	0.003985982
11510	-29.6376	-24.817	-4.82058	0.01	0.8140479	-1.861101	0.01376889
11520	-29.0594	-24.2747	-4.78478	0.01	0.6196098	-2.030522	0.009321342
11530	-29.6977	-24.5001	-5.19764	0.01	0.4312689	-2.602188	0.002499264
11540	-31.3898	-24.9621	-6.42771	0.01	0.2760266	-2.749193	0.001781588
11550	-28.8011	-23.7588	-5.04235	0.01	0.9985441	-2.406822	0.003919021
11560	-29.2232	-23.7903	-5.43289	0.01	1.225834	-2.478499	0.003322773
11570	-29.9453	-23.8539	-6.09135	0.01	1.552523	-2.552238	0.002803897
11580	-29.9953	-22.9301	-7.0652	0.01	2.009381	-1.976102	0.0105657
11590	-31.5583	-23.6675	-7.89078	0.01	2.400072	-2.582229	0.002616803
11600	-28.746	-23.9706	-4.77531	0.01	0.6360023	-2.386144	0.00411013
11610	-29.0016	-23.8186	-5.18303	0.01	1.08667	-1.981884	0.01042597
11620	-28.9938	-24.2287	-4.76513	0.01	0.6667309	-2.540805	0.00287869
11630	-31.4214	-24.9385	-6.48288	0.01	0.2719184	-2.740359	0.001818199
11640	-30.2852	-23.7745	-6.51077	0.01	1.750221	-2.550724	0.002813686
11650	-29.482	-24.7126	-4.76937	0.01	0.6503965	-2.715754	0.001924183
11660	-28.6113	-23.6343	-4.97703	0.01	0.9530548	-2.143588	0.007184753
11670	-30.4955	-22.5349	-7.96061	0.01	2.433626	-2.084469	0.008232486
11680	-28.6036	-23.5981	-5.00555	0.01	0.9734028	-2.259256	0.005504828
11690	-30.7069	-24.8578	-5.84907	0.01	1.43593	-2.82713	0.001488916
11700	-29.4857	-23.0523	-6.43339	0.01	1.713972	-2.051433	0.00888315
11710	-30.506	-25.6882	-4.81779	0.01	0.8106566	-1.757417	0.01748166
11720	-28.9088	-23.4739	-5.43495	0.01	1.226926	-2.059454	0.008720588
11730	-29.7041	-23.7782	-5.92588	0.01	1.473189	-2.515935	0.003048352
11740	-28.8049	-23.9219	-4.88302	0.01	0.8778144	-2.454421	0.003512198
11750	-29.0576	-23.3165	-5.74116	0.01	1.382981	-2.066397	0.008582281
11760	-29.5352	-24.1427	-5.39248	0.01	0.3922371	-2.348657	0.004480675
11770	-30.3903	-24.9105	-5.47984	0.01	1.250524	-2.828378	0.001484643
11780	-29.1943	-23.1608	-6.03357	0.01	1.524948	-2.200792	0.006298082
11790	-30.6445	-25.2733	-5.37122	0.01	1.192837	-1.724705	0.01884929
11800	-28.6969	-23.918	-4.77887	0.01	0.629223	-2.201422	0.006288951
11810	-28.612	-23.8486	-4.76344	0.01	0.6811515	-2.240805	0.005743744
11820	-30.1701	-23.8047	-6.36543	0.01	1.682072	-1.826863	0.01489831
11830	-29.4136	-24.1251	-5.2885	0.01	0.4117036	-2.251981	0.005597815
11840	-31.6496	-24.7247	-6.92492	0.01	0.2430168	-2.080685	0.008304531
11850	-30.6762	-25.8428	-4.83344	0.01	0.8288582	-3.04381	0.0009040457
11860	-30.6127	-25.5861	-5.02661	0.01	0.478139	-2.957134	0.001103737
11870	-29.6614	-24.1523	-5.50907	0.01	0.3731967	-2.318024	0.004808125
11880	-28.8828	-23.9963	-4.88648	0.01	0.5362293	-2.236518	0.005800716
11890	-31.636	-24.4431	-7.19294	0.01	2.069262	-1.680997	0.02084507
11900	-29.2493	-23.1298	-6.11953	0.01	1.565932	-2.195651	0.006373068
11910	-28.7959	-23.9652	-4.83074	0.01	0.5719767	-2.320612	0.004779563
11920	-29.1649	-24.0863	-5.0786	0.01	0.4620592	-2.224085	0.005969182
11930	-30.039	-24.7438	-5.2952	0.01	0.4103638	-2.692471	0.002030156
11940	-28.8002	-23.9048	-4.89532	0.01	0.8886427	-2.032631	0.009276173
11950	-28.7896	-23.3928	-5.39681	0.01	1.206612	-2.195383	0.00637701
11960	-29.7014	-22.9279	-6.77352	0.01	1.873027	-2.051208	0.008887762
11970	-32.1333	-23.8063	-8.32701	0.01	2.611344	-2.634962	0.002317596
11980	-30.4715	-25.7056	-4.76593	0.01	0.6627441	-1.789138	0.01625032
11990	-29.5211	-24.7119	-4.80914	0.01	0.799656	-2.73303	0.001849141
12000	-28.7586	-23.9844	-4.77415	0.01	0.7398632	-2.073407	0.008444862
12010	-30.2921	-25.296	-4.99604	0.01	0.9667128	-2.911129	0.001227074
12020	-29.1371	-24.212	-4.92513	0.01	0.5171253	-2.489677	0.003238342
12030	-29.3487	-23.8726	-5.47604	0.01	1.248539	-1.916324	0.01212485
12040	-28.5748	-23.7636	-4.81112	0.01	0.8022419	-2.306554	0.004936804
12050	-30.7153	-24.6188	-6.09645	0.01	0.3037814	-2.62344	0.002379908
12060	-29.0629	-24.0545	-5.0084	0.01	0.4842834	-2.233493	0.005841261
12070	-29.6128	-23.1967	-6.41607	0.01	1.705848	-2.318757	0.004800017
12080	-29.1503	-23.5921	-5.55816	0.01	1.291011	-2.406755	0.00391963
12090	-29.1862	-24.1947	-4.99158	0.01	0.9635387	-2.584687	0.002602034
12100	-29.0708	-23.5743	-5.49642	0.01	1.259166	-1.998093	0.01004401
12110	-31.038	-22.5212	-8.51684	0.01	2.704602	-2.218949	0.006040196
12120	-31.8424	-23.5284	-8.31403	0.01	2.604996	-2.56059	0.002750487
12130	-33.0223	-22.1766	-10.8457	0.01	3.931056	-1.80119	0.01580558
12140	-29.2309	-24.1946	-5.03631	0.01	0.994495	-2.589509	0.002573303
12150	-29.8629	-24.8006	-5.06229	0.01	1.011725	-1.815852	0.01528088
12160	-30.4283	-22.5954	-7.83292	0.01	2.37234	-2.024791	0.009445147
12170	-29.5854	-23.5368	-6.04857	0.01	1.532116	-2.435512	0.003668492
12180	-30.3086	-25.0239	-5.28463	0.01	0.4124824	-1.948817	0.01125079
12190	-30.3047	-25.066	-5.23874	0.01	1.119154	-2.860508	0.001378772
12200	-30.7626	-23.0355	-7.7271	0.01	2.321784	-2.374816	0.004218752
12210	-30.7747	-22.8202	-7.95456	0.01	2.430717	-2.305959	0.004943579
12220	-29.6782	-23.7736	-5.9046	0.01	1.462898	-2.512788	0.00307052
12230	-29.5836	-22.9586	-6.62499	0.01	1.803643	-2.079536	0.008326534
12240	-29.5609	-24.4387	-5.12218	0.01	0.4499527	-2.059009	0.008729537
12250	-28.6317	-23.5341	-5.09752	0.01	1.034381	-2.211507	0.006144585
12260	-29.1336	-24.3256	-4.80796	0.01	0.7980872	-2.60487	0.002483875
12270	-32.1312	-26.5884	-5.54286	0.01	1.283165	-3.238864	0.0005769469
12280	-28.8747	-24.075	-4.79968	0.01	0.7865497	-2.019825	0.009553769
12290	-29.7068	-24.3005	-5.40632	0.01	1.211702	-2.652481	0.002225967
12300	-30.9708	-26.0961	-4.87466	0.01	0.5428152	-1.779164	0.01662783
12310	-29.3014	-24.3165	-4.98489	0.01	0.9587473	-2.626079	0.002365489
12320	-29.0383	-24.2094	-4.82896	0.01	0.5733731	-2.07245	0.008463496
12330	-29.0215	-24.0875	-4.93397	0.01	0.9204784	-1.966452	0.0108031
12340	-29.2219	-24.4409	-4.78098	0.01	0.7550833	-2.639014	0.002296077
12350	-29.5697	-24.7979	-4.77185	0.01	0.6437513	-2.742195	0.001810529
12360	-33.9365	-21.6747	-12.2618	0.01	4.765026	-2.187508	0.006493703
12370	-31.4963	-23.3086	-8.18767	0.01	2.543417	-1.765752	0.01714938
12380	-29.592	-23.5171	-6.07488	0.01	1.544677	-2.429918	0.003716056
12390	-28.7873	-23.6435	-5.1438	0.01	1.063094	-2.058385	0.008742079
12400	-31.8617	-22.3169	-9.54478	0.01	3.225875	-2.229767	0.005891593
12410	-29.3427	-23.427	-5.91572	0.01	1.468279	-2.372601	0.00424032
12420	-30.8871	-22.497	-8.39008	0.01	2.642232	-1.959355	0.01098107
12430	-29.9423	-25.0234	-4.9189	0.01	0.5199936	-2.798638	0.001589871
12440	-31.0345	-22.8475	-8.18708	0.01	2.543129	-2.337161	0.00460086
12450	-30.041	-22.8817	-7.15925	0.01	2.053456	-1.98299	0.01039943
12460	-29.8872	-23.0867	-6.80054	0.01	1.88565	-2.310074	0.00489695
12470	-28.8202	-23.3688	-5.4514	0.01	1.235612	-2.18176	0.006580209
12480	-29.3778	-24.3023	-5.07553	0.01	1.020326	-2.629741	0.002345628
12490	-28.5803	-23.8102	-4.7701	0.01	0.7286087	-2.212057	0.006136817
12500	-28.6202	-23.856	-4.76421	0.01	0.6726263	-2.247109	0.005660971
12510	-28.8697	-24.0503	-4.81947	0.01	0.8127029	-2.016679	0.009623237
12520	-28.8096	-24.0414	-4.76824	0.01	0.653915	-2.095938	0.008017922
12530	-30.0743	-23.5384	-6.53591	0.01	1.761987	-2.474136	0.003356327
12540	-29.494	-24.1276	-5.36639	0.01	0.3968737	-2.311071	0.004885727
12550	-29.6401	-24.2652	-5.37493	0.01	1.194842	-2.639602	0.002292967
12560	-29.2644	-23.1102	-6.1542	0.01	1.582397	-2.178516	0.006629552
12570	-28.8186	-23.3705	-5.44812	0.01	1.233881	-2.174199	0.00669577
12580	-29.3596	-23.6339	-5.72577	0.01	1.375363	-2.444437	0.003593878
12590	-28.642	-23.6108	-5.03126	0.01	0.9910876	-2.296038	0.005057809
12600	-29.2458	-24.4307	-4.81514	0.01	0.8073632	-2.643252	0.002273776
12610	-29.3253	-24.2491	-5.07618	0.01	1.020747	-2.612108	0.00244282
12620	-29.2599	-23.7481	-5.51185	0.01	1.26717	-2.469604	0.003391536
12630	-29.448	-23.0281	-6.41997	0.01	1.707676	-2.183831	0.006548911
12640	-29.8753	-24.5795	-5.29589	0.01	1.151475	-2.729191	0.001865561
12650	-29.009	-24.0962	-4.91272	0.01	0.5229105	-2.418517	0.003814897
12660	-31.4823	-24.8171	-6.66521	0.01	1.822435	-2.840288	0.001444483
12670	-28.9469	-23.5741	-5.37279	0.01	1.193683	-2.026096	0.00941681
12680	-31.3702	-26.5962	-4.77395	0.01	0.7393581	-3.224898	0.0005958016
12690	-29.1697	-24.4035	-4.76614	0.01	0.7137461	-2.619127	0.002403659
12700	-28.6915	-23.4951	-5.19646	0.01	1.094603	-2.153501	0.007022613
12710	-28.8823	-24.041	-4.84136	0.01	0.564067	-2.399331	0.00398721
12720	-28.6126	-23.8493	-4.76328	0.01	0.6875196	-2.216059	0.00608053
12730	-29.1074	-23.8433	-5.26405	0.01	1.133582	-1.958631	0.01099941
12740	-29.0894	-23.2276	-5.86178	0.01	1.442119	-2.216785	0.006070371
12750	-29.8217	-24.3283	-5.49338	0.01	0.3756141	-2.138267	0.007273329
12760	-29.2554	-24.4917	-4.76368	0.01	0.6776552	-2.644926	0.00226503
12770	-29.1608	-23.6192	-5.54154	0.01	1.28249	-1.973829	0.01062114
12780	-29.9053	-23.2032	-6.70211	0.01	1.839673	-1.927011	0.01183012
12790	-31.6299	-22.1358	-9.49415	0.01	3.199504	-2.10586	0.007836819
12800	-28.5752	-23.7331	-4.84216	0.01	0.8382711	-2.303717	0.004969156
12810	-28.9799	-24.0797	-4.90024	0.01	0.5290421	-2.15995	0.006919111
12820	-28.7462	-23.5085	-5.23767	0.01	1.11854	-2.109881	0.007764605
12830	-30.17	-23.9086	-6.26137	0.01	1.633086	-2.579139	0.002635487
12840	-29.4364	-24.6052	-4.83122	0.01	0.8263859	-2.702878	0.001982083
12850	-28.9449	-23.3036	-5.6413	0.01	1.333195	-2.215203	0.006092527
12860	-28.9868	-23.2962	-5.69055	0.01	1.357856	-2.106337	0.007828225
12870	-29.3584	-24.593	-4.76539	0.01	0.6653161	-2.678117	0.002098374
12880	-31.9871	-22.3101	-9.67694	0.01	3.295072	-1.863401	0.01369617
12890	-29.6321	-24.8688	-4.76331	0.01	0.684729	-1.888292	0.01293325
12900	-28.5786	-23.793	-4.78567	0.01	0.7639857	-2.18018	0.006604195
12910	-29.7624	-24.342	-5.42037	0.01	1.219192	-1.835782	0.01459546
12920	-28.6079	-23.7297	-4.87824	0.01	0.8734922	-2.329202	0.00468595
12930	-28.9466	-23.2998	-5.6468	0.01	1.335961	-2.211496	0.006144753
12940	-29.0093	-24.2402	-4.7691	0.01	0.7253814	-1.997492	0.01005791
12950	-29.7398	-24.4718	-5.26798	0.01	1.135805	-2.696111	0.002013209
12960	-30.6221	-25.7555	-4.86663	0.01	0.5475423	-3.00681	0.0009844408
12970	-29.6829	-24.1803	-5.50266	0.01	1.262406	-1.852375	0.01404834
12980	-31.4156	-23.5946	-7.82099	0.01	2.366633	-1.746705	0.01791823
12990	-30.1362	-25.2798	-4.85639	0.01	0.5539059	-2.87731	0.001326447
13000	-28.6796	-23.5511	-5.12847	0.01	1.0537	-2.128584	0.007437309
13010	-29.7995	-23.0998	-6.69971	0.01	1.838554	-2.304046	0.004965396
13020	-31.1322	-22.3615	-8.77069	0.01	2.830695	-2.151273	0.007058738
13030	-29.1017	-24.3049	-4.79685	0.01	0.7823604	-1.961679	0.01092248
13040	-29.1897	-24.4054	-4.78429	0.01	0.6203374	-2.603169	0.002493623
13050	-29.6279	-24.499	-5.12887	0.01	0.4481883	-2.605498	0.002480286
13060	-30.7431	-22.5307	-8.2124	0.01	2.55544	-2.176837	0.00665523
13070	-29.3568	-24.0017	-5.35509	0.01	1.184085	-1.905847	0.0124209
13080	-32.4434	-23.9338	-8.50959	0.01	2.701025	-2.673111	0.002122703
13090	-29.0125	-24.2489	-4.7636	0.01	0.6959991	-2.555995	0.002779743
13100	-28.6108	-23.8474	-4.76338	0.01	0.6824237	-2.240423	0.005748797
13110	-28.69	-23.888	-4.80204	0.01	0.7899489	-2.404925	0.003936181
13120	-30.1549	-25.36	-4.79493	0.01	0.7794114	-1.799552	0.01586528
13130	-28.8268	-24.0418	-4.78498	0.01	0.6193016	-2.429181	0.003722369
13140	-28.6397	-23.8725	-4.7672	0.01	0.6575337	-2.235654	0.005812269
13150	-30.1525	-25.0514	-5.10109	0.01	1.036632	-1.779044	0.01663245
